#id,Date,Title,cat,cat+,linked CI,Short Description / inclusion criteria,Form,Region/Organization,Link,Ukraine,Institution 
85,2020-10-29 00:00:00,"Statement by President von der Leyen at the joint press conference with President Michel and Justin Trudeau, Prime Minister of Canada, following the EU-Canada Leaders' meeting via videoconference",2,.,,Dialouge with Canada about cybersecurity and cooperation with Canada in cyberspace,"Joint statement, Dialogue",Canada ,https://ec.europa.eu/commission/presscorner/detail/en/statement_20_2007,0,Commission
86,2020-11-01 00:00:00,"Strengthening Cybersecurity Capacities in Georgia, 418-131",1,.,,Capacity building in Georgia,Capacity building,Georgia ,https://www.eucybernet.eu/ccb-table/,0,EU
87,2020-11-04 00:00:00,Conférence sur l'avenir de l'Europe : quelle ambition pour la défense européenne? - Les entretiens de la defense européenne,1,.,Cyberattack on Finnish hospitals,Call for more cybersecurity,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_3052,0,Commission
88,2020-11-12 00:00:00,Speech by Executive Vice-President Vestager at the annual conference of EU Heads of Delegation,2,.,,Concrete call for more cooperation with the US and dialogue with China on subjects concerning the cyberspace,Cooperation,USA and China,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_3096,0,Commission
89,2020-11-17 00:00:00,EU Statement – United Nations 1st Committee: Open-ended Working Group on developments in the field of information and telecommunications,1,.,,"The European Union reaffirms its commitment to multilateral disarmament and emphasizes the importance of collective efforts in achieving a world free of nuclear weapons, addressing emerging challenges, and promoting transparency and confidence-building measures.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-1st-committee-open-ended-working-group_en,0,EEAS
90,2020-11-17 00:00:00,EU Statement – United Nations Open-ended working group on information and telecommunications in the context of international security: Confidence-building Measures,1,.,,"The European Union emphasizes the need for responsible behavior in cyberspace, highlights the importance of international cooperation, norms, and capacity-building, and calls for advancing discussions on the development of rules and principles for responsible state behavior in cyberspace.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-information-and_en,0,EEAS
91,2020-11-19 00:00:00,EU Statement – United Nations Open-ended working group on information and telecommunications in the context of international security: Capacity building,1,.,,"The European Union emphasizes the need for international cooperation, capacity-building, and confidence-building measures to address the challenges and opportunities in the use of information and communication technologies (ICTs) while ensuring their security and promoting responsible behavior in cyberspace.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-information-and-0_en,0,EEAS
92,2020-11-26 00:00:00,Joint press release: EU-Australia Leaders' Virtual Meeting,2,.,,Dialogue Australia,Dialogue,Australia,https://ec.europa.eu/commission/presscorner/detail/en/ip_20_2215,0,Commission
93,2020-12-01 00:00:00,"EU4DigitalUA: capacity building, communication and data protection",1,.,,Capacity building in Ukraine,Capacity building,Ukraine,https://eu4digitalua.eu/en/,0,EU
94,2020-12-02 00:00:00,EU Statement – United Nations Open-ended Working Group on Information and Telecommunications: Regular Institutional Dialogue,1,.,,The European Union delivered a statement at the United Nations Open-Ended Working Group on Information and Communications Technologies. The EU emphasized the transformative potential of ICT in achieving sustainable development and advancing human rights. It stressed the need for a comprehensive approach to address the challenges and opportunities arising from ICT.,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-information-and-2_en,0,EEAS
95,2020-12-15 00:00:00,Press statement by President von der Leyen and NATO Secretary-General Jens Stoltenberg,2,.,,Cooperation with NATO,Dialogue ,NATO,https://ec.europa.eu/commission/presscorner/detail/en/statement_20_2432,0,Commission
96,2020-12-16 00:00:00,Opening remarks by Vice-President Margaritis Schinas at the press conference on the cybersecurity strategy,3,1,"Düsseldorf University Clinic, European Medicines Agency,  US Treasury and Commerce departments ","Concerns about recent development, also raising awareness",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_2460,0,Commission
97,2020-12-16 00:00:00,Remarks by High Representative/Vice-President Josep Borrell at the press conference on the cybersecurity strategy,1,.,"European Medicines Agency, also mentiones 450 incidents involving European critical infrastructure",Raising awareness,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_20_2462,0,Commission
98,2021-01-13 00:00:00,EU Statement on the cyberattack on the website of the European Court of Human Rights,3,.,European Court of Human Rights cyberattack,"The European Union issued an immediate statement in response to a cyberattack targeting the website of the European Court of Human Rights. The EU condemned the attack and expressed deep concern over any attempts to disrupt the functioning of international institutions. It reaffirmed its commitment to safeguarding the security and integrity of digital infrastructure, as well as protecting human rights in the online realm. The EU called for enhanced cooperation and measures to counter cyber threats effectively.",,,https://www.eeas.europa.eu/delegations/council-europe/eu-statement-cyberattack-website-european-court-human-rights_en,0,EEAS
99,2021-02-19 00:00:00,EU Statement – United Nations Open-ended Working Group on ICT in the context of International Security,1,.,,"The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT, providing a contextual framework for its positions and perspectives on the discussed issues. The EU emphasized the interconnectedness between technology, security, and human rights, underscoring the need for a balanced approach that upholds fundamental freedoms while addressing emerging threats. ",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-context_en,0,EEAS
100,2021-03-11 00:00:00,EU Key Messages – United Nations Open-ended Working Group on ICT: Formal Session,1,.,,"The European Union presented key messages during the formal session of the United Nations Open-Ended Working Group on ICT. The EU outlined its priorities and positions regarding the various (imminent) topics discussed during the session. It emphasized the need for a comprehensive and inclusive approach to tackle ICT-related challenges, including cybersecurity, digital rights, and the responsible utilization of emerging technologies. ",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-key-messages-–-united-nations-open-ended-working-group-ict-formal_en,0,EEAS
101,2021-03-12 00:00:00,Key Messages – United Nations Open-ended Working Group on ICT: Concluding Session,1,.,,"The European Union conveyed key messages during the concluding session of the United Nations Open-Ended Working Group on ICT. The EU underlines the outcomes and achievements of the working group's discussions, including the identification of key challenges, the development of recommendations, and the establishment of avenues for future cooperation. It especially stressed the importance of continued engagement and collaboration - to address the evolving landscape of ICT threats and opportunities.",,,https://www.eeas.europa.eu/delegations/un-new-york/key-messages-–-united-nations-open-ended-working-group-ict-concluding_en,0,EEAS
102,2021-03-17 00:00:00,Commissioner Johansson's video message at a seminar by the Portuguese Presidency on the security of public spaces and critical infrastructure,3,1,,"Cyber risks propose a growing threat, raising awareness",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_7335,0,Commission
103,2021-03-18 00:00:00,Keynote speech by Vice-President Schinas at the CYBERSEC Brussels Leaders' Foresight 2021,3,1,"European Medicines Agency, European Health infrastructures, pharmaceutical companies, vaccine researchers","Concerns about recent development, raising awareness",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_1281,0,Commission
104,2021-03-22 00:00:00,Cybersecurity: Council adopts conclusions on the EU's cybersecurity strategy ,3,.,,"The Council today adopted conclusions on the EU's cybersecurity strategy for the digital decade. This strategy was presented by the Commission and the high representative for foreign affairs in December 2020. It outlines the framework for EU action to protect EU citizens and businesses from cyber threats, promote secure information systems and protect a global, open, free and secure cyberspace.",,,https://www.consilium.europa.eu/en/press/press-releases/2021/03/22/cybersecurity-council-adopts-conclusions-on-the-eu-s-cybersecurity-strategy/,0,Council
105,2021-03-22 00:00:00,Readout of the telephone conversation between President Charles Michel and Russian President Vladimir Putin ,3,.,,"In a telephone Call, Council President Charles Michel talked with Vladimir Putin about the EU-Russia relationship and asked Russia to  stop cyberattacks on member states",Dialogue ,Russia,https://www.consilium.europa.eu/en/press/press-releases/2021/03/22/readout-of-the-telephone-conversation-between-president-charles-michel-and-russian-president-vladimir-putin/,0,Council
106,2021-04-15 00:00:00,Declaration by the High Representative on behalf of the European Union expressing solidarity with the United States on the impact of the SolarWinds cyber operation,3,2,Solarwinds,The High Representative of the European Union issued a declaration expressing solidarity with the US after the Solarwinds cyberattack. The declaration highlighted the EU's support and underlined the EU's position on this issue.,Declaration HR,,https://www.eeas.europa.eu/delegations/russia/declaration-high-representative-behalf-european-union-expressing-solidarity_en; https://www.consilium.europa.eu/en/press/press-releases/2021/04/15/declaration-by-the-high-representative-on-behalf-of-the-european-union-expressing-solidarity-with-the-united-states-on-the-impact-of-the-solarwinds-cyber-operation/,0,EEAS; Council
107,2021-05-05 00:00:00,G7 Foreign and Development Ministers’ Meeting: Communiqué,3,1+2,,"The G7 Foreign and Development Ministers' Meeting issues a communiqué, outlining key priorities and commitments in areas such as climate action, COVID-19 recovery, international security, and human rights, highlighting the importance of global cooperation and multilateral approaches to address global challenges.",,,https://www.eeas.europa.eu/eeas/g7-foreign-and-development-ministers’-meeting-communiqué_en,0,EEAS
108,2021-06-23 00:00:00,Remarks by Vice-President Schinas at the press conference on the Recommendation on building a Joint Cyber Unit,1,.,US-Colonial pipeline,Raising awareness,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_3172,0,Commission
109,2021-06-25 00:00:00,"European Council conclusions on external relations, 24 June 2021 ",3,.,"recent malicious cyber activities against Member States, including in Ireland and Poland","The European Council condemns recent malicious cyber activities against Member States, including in Ireland and Poland. It invites the Council to explore appropriate measures within the framework of the cyber diplomacy toolbox.",,,https://www.consilium.europa.eu/en/press/press-releases/2021/06/25/european-council-conclusions-on-external-relations-24-june-2021/,0,Council
110,2021-06-29 00:00:00,EU Statement – United Nations Security Council: Open Debate on Cyber Security,2,1,,"The European Union delivers a statement at the United Nations Security Council open debate on cyber security, emphasizing the need for enhanced international cooperation and collective efforts to address the evolving cyber threats and promote a secure cyberspace.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-security-council-open-debate-cyber-security_en,0,EEAS
111,2021-07-02 00:00:00,Eastern Partnership,2,.,,"Cooperation with Armenia, Azerbaijan, Belarus, Georgia, the Republic of Moldova, and Ukraine",Cooperation,"Armenia, Azerbaijan, Belarus, Georgia, the Republic of Moldova and Ukraine",https://ec.europa.eu/commission/presscorner/detail/en/ip_21_3367,0,Commission
112,2021-07-08 00:00:00,Ukraine: Speech by EVP Dombrovskis at Ukraine Reform Conference 2021,3,.,,Concerns about cybersituation in Ukraine,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_7692,1,Commission
113,2021-07-19 00:00:00,China: Declaration by the High Representative on behalf of the European Union urging Chinese authorities to take action against malicious cyber activities undertaken from its territory ,3,.,"Exploitation of the Microsoft Exchange server, Advanced Persistent Threat 40 and Advanced Persistent Threat 31",Declaration by the High Representative on behalf of the European Union urging Chinese authorities to take action against malicious cyber activities undertaken from its territory ,Declaration HR,,https://www.consilium.europa.eu/en/press/press-releases/2021/07/19/declaration-by-the-high-representative-on-behalf-of-the-eu-urging-china-to-take-action-against-malicious-cyber-activities-undertaken-from-its-territory/,0,Council
114,2021-08-23 00:00:00,Speech by Executive Vice-President Dombrovskis at the International Crimea Platform Summit in Kyiv,2,.,,EU's support to strengthen Ukraines resiliance ,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_7740,1,Commission
115,2021-09-07 00:00:00,“EU’s Digital Revolution: fueling our connectivity strategy” - keynote speech by President Charles Michel at the Tallinn Digital Summit ,3,2,,"Keynote speech by President Charles Michel at the Tallinn Digital Summit, underlining the need for strong cyber resilience measures in the EU",,,https://www.consilium.europa.eu/en/press/press-releases/2021/09/07/keynote-speech-by-president-charles-michel-at-the-tallinn-digital-summit/,0,Council
116,2021-09-15 00:00:00,2021 State of the Union Address by President von der Leyen,3,1,,"Ursula von der Leyen states that there is no security without cybersecurity; concerns about recent development, awareness raising",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_4701,0,Commission
117,2021-09-24 00:00:00,Declaration by the High Representative on behalf of the European Union on respect for the EU’s democratic processes ,3,.,"Targeting numerous members of Parliaments, government officials, politicians, and members of the press and civil society in the EU by accessing computer systems and personal accounts and stealing data","Declaration by the High Representative on behalf of the European Union on respect for the EU’s democratic processes , condeming russian cyberattacks",Declaration HR,,https://www.consilium.europa.eu/en/press/press-releases/2021/09/24/declaration-by-the-high-representative-on-behalf-of-the-european-union-on-respect-for-the-eu-s-democratic-processes/,0,Council
118,2021-10-01 00:00:00, 	Support to Digitalisation Agenda in Kyrgyzstan,2,.,,Suppport for Digital Transformation in Kyrgyzistan,Cooperation,Kyrgyzistan,https://digital.gov.kg/twinning/eutwinning/,0,EU
119,2021-10-04 00:00:00,EU Statement – United Nations 1st Committee: General Statement,1,.,,"The European Union made a general statement at the United Nations 1st Committee. The EU reaffirmed its commitment to disarmament, non-proliferation, and arms control measures. It emphasized the need for a comprehensive and balanced approach to address global security challenges, including those arising from emerging technologies and cyber threats. The EU called for increased international cooperation and dialogue.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-1st-committee-general-statement-0_en,0,EEAS
120,2021-10-12 00:00:00,EU Statement – United Nations 1st Committee: Weapons of Mass Destruction,1,.,,"The EU is committed to the Treaty on the Non-Proliferation of Nuclear Weapons, urging its full implementation and emphasizing the need to prevent the spread of weapons of mass destruction.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-1st-committee-weapons-mass-destruction_en,0,EEAS
121,2021-10-18 00:00:00,EU Statement – United Nations 1st Committee: Other Disarmament Measures and International Security,1,.,,"The EU emphasizes the importance of comprehensive disarmament efforts, including arms control, non-proliferation, and confidence-building measures and highlights the need for stronger multilateral cooperation.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-1st-committee-other-disarmament-measures-and_en,0,EEAS
122,2021-10-19 00:00:00,Cybersecurity: Council adopts conclusions on exploring the potential of a joint cyber unit ,3,.,,"The Council today adopted conclusions inviting the EU and member states to further develop the EU cybersecurity crisis management framework, including by exploring the potential of a joint cyber unit.",,,https://www.consilium.europa.eu/en/press/press-releases/2021/10/19/cybersecurity-council-adopts-conclusions-on-exploring-the-potential-of-a-joint-cyber-unit/,0,Council
123,2021-10-26 00:00:00,"Vice-President Schinas opening speech at the “EU Security, Migration and Asylum Policy in a strong transatlantic partnership” discussion with the Fletcher School of Law and Diplomacy",2,.,"Colonial Pipeline,  Irish health system, municipalities in Greece",Call for more cooperation with the US / NATO ,Cooperation,USA/NATO,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_5603,0,Commission
124,2021-11-02 00:00:00,European Parliament delegation starts talks in Taiwan,2,.,,"
A group of MEPs working on foreign interference in the democratic processes of the EU, including disinformation, started a three-day visit in Taiwan 
The delegation will discuss Taiwanese experiences in fight against disinformation, attempts at interference in Taiwanese democracy, media, culture and education, as well as Taiwan’s efforts to reinforce its cyber-resilience.",Dialogue ,Taiwan,https://www.europarl.europa.eu/news/en/press-room/20211029IPR16201/european-parliament-delegation-starts-talks-in-taiwan,0,Parliament
125,2021-11-09 00:00:00,"""State of Europe"" - Speech by President Charles Michel at the Berlin Conference 2021 ",2,.,,"In his state of Europe speech, Charles Michel also mentions the necessity to invest in cyber capacity building",,,https://www.consilium.europa.eu/en/press/press-releases/2021/11/09/the-state-of-europe-speech-by-president-charles-michel-at-the-berlin-conference-2021/,0,Council
126,2021-11-11 00:00:00,Speech by President von der Leyen at the Paris Peace Forum,1,.,Irish health system,Call to enhance cybersecurity  in the EU,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_21_5977,0,Commission
127,2021-12-03 00:00:00,Strengthening EU-wide cybersecurity and resilience – Council agrees its position ,3,2,,"The Council agreed on its position (‘general approach’) on measures for a high common level of cybersecurity across the EU, to further improve the resilience and incident response capacities of both the public and private sector and the EU as a whole",,,https://www.consilium.europa.eu/en/press/press-releases/2021/12/03/strengthening-eu-wide-cybersecurity-and-resilience-council-agrees-its-position/,0,Council
128,2021-12-13 00:00:00,EU Statement – United Nations Open-Ended Working Group on ICT: Organization of Work,1,.,,The European Union presented its views at the United Nations Open-Ended Working Group on ICT Organization. The EU highlighted the crucial role of effective organizational structures and processes in addressing the challenges posed by information and communication technologies. It emphasized the need for multilateral cooperation and the establishment of international norms.,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-organization_en,0,EEAS
129,2021-12-13 00:00:00,EU Statement – United Nations Open-Ended Working Group on ICT: General exchange of views,1,.,,The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT General Exchange (of Views). The EU emphasized the value of inclusive and open discussions to enhance international cooperation in the field of ICT. ,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-general-exchange_en,0,EEAS
130,2021-12-14 00:00:00,EU Statement – United Nations Open-Ended Working Group on ICT: Cyber Threats,1,.,,"The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT Cyber Threats. The EU once again emphasized the need for a comprehensive and coordinated approach to address cyber threats. It called for increased international cooperation, information sharing, and capacity building to strengthen cybersecurity and protect critical infrastructure. ",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-cyber-threats_en,0,EEAS
131,2021-12-15 00:00:00,EU Statement – United Nations Open-Ended Working Group on ICT: International Law,2,.,,The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT Security. The EU emphasized the importance of promoting a secure and stable cyberspace through international cooperation and the application of international law. It highlighted the need for comprehensive strategies to address cyber threats and protect critical infrastructure. ,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-capacity_en,0,EEAS
132,2021-12-15 00:00:00,"EU Statement – United Nations Open-Ended Working Group on ICT: Rules, norms and principles",1,.,,"The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT Rules, Norms, and Principles. The EU underlined the significance of rules, norms, and principles in ensuring responsible behavior of states in cyberspace. It also emphasized the need for international  mutual consensus on these norms to promote stability, security, and cooperation in the digital domain. ",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-rules-norms-and_en,0,EEAS
133,2021-12-16 00:00:00,EU Statement – United Nations Open-Ended Working Group on ICT: Capacity-building,1,.,,The European Union delivered a statement at the United Nations Open-Ended Working Group on ICT Capacity Building. The EU highlighted the significance of capacity building in information and communication technologies (ICT).  ,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-capacity_en,0,EEAS
134,2021-12-17 00:00:00,Open-Ended Working Group on ICT: Institutional dialogue with the broad participation of States,2,.,,"The EU emphasizes the need for a comprehensive approach to address thee challenges of information and communication technologies, including promoting human rights, cybersecurity, digital trust, and international cooperation.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-united-nations-open-ended-working-group-ict-institutional_en ,0,EEAS
135,2022-01-01 00:00:00,Cybersecurity identification and formulation study on the Western Balkans,1,.,,Capacity building in the Western Balkan states,Capacity building ,Western Balkans,https://ega.ee/project/cybersecurity-study-western-balkans/,0,EU
136,2022-01-01 00:00:00,Initiative for digital government and cybersecurity,1,.,,Capacity building at the Horn of Africa,Capacity building,Horn of Africa,https://www.eucybernet.eu/ccb-table/,0,EU
137,2022-01-14 00:00:00,Ukraine: Declaration by the High Representative on behalf of the European Union on the cyberattack against Ukraine ,3,2,Cyberattack against Ukraine on 14 January.,"The European Union strongly condemns the cyberattack against Ukraine on 14 January and stand ready to provide additional, direct, technical assistance to Ukraine to remediate this attack and further support Ukraine against any destabilizing actions, including by further building up its resilience against hybrid and cyber threats",Declaration HR,,https://www.consilium.europa.eu/en/press/press-releases/2022/01/14/ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-cyberattack-against-ukraine/,1,Council
138,2022-01-19 00:00:00,Speech by Vice-President Šefčovič on behalf of President von der Leyen at the European Parliament on the presentation of the programme of the French Presidency,1,.,,Strenghting peaceful democratic governance from cyber threats e.g. border of Belarus ,,,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_424,0,Commission
139,2022-01-21 00:00:00,EU Statement – UN General Assembly: the Secretary-General’s Priorities for 2022,1,.,,"The European Union delivered a statement on the Secretary-General's priorities for the year 2022 at the UN General Assembly. The EU expressed its support for the Secretary-General's focus on key areas, including climate action, sustainable development, human rights, peace and security, and global health. It also  emphasized the importance of collective efforts in addressing global challenges.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-general-assembly-secretary-general’s-priorities-2022_en,0,EEAS
140,2022-01-26 00:00:00,"Remarks by Commissioner Várhelyi at press conference with Deputy Prime Minister of Ukraine, Olga Stefanishyna",3,2,,EU clearly condemns russian cyberattacks and supports Ukraine,,,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_7974,1,Commission
141,2022-01-31 00:00:00,Statement by Executive Vice-President Dombrovksis at the press conference with Ukrainian Prime Minister Shmyhal,3,2,,"Aggressive use of disinformation and cyberattacks by Russia, support by NATO, EU and US",,,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_7986,1,Commission
142,2022-02-01 00:00:00,European Parliament delegation ends visit to Ukraine,2,.,,"A high-level delegation of the European Parliament, which travelled to Ukraine amid the current security crisis, concluded its visit on Tuesday.
",,,https://www.europarl.europa.eu/news/en/press-room/20220131IPR22207/european-parliament-delegation-ends-visit-to-ukraine,1,Parliament
143,2022-02-01 00:00:00,"Statement of EVP Dombrovskis Press conference with Ukrainian PM Shmyhal Kyiv, 31 January 2022",2,.,,"During a press conference with Ukrainian Prime Minister Denys Shmyhal, European Commission Executive Vice President Dombrovskis highlighted the EU's commitment to supporting Ukraine. He emphasized the importance of economic and political reforms in Ukraine and reiterated the EU's assistance in promoting - inter alia -  stability, prosperity, and European integration. ",Cooperation,Ukraine,https://www.eeas.europa.eu/delegations/ukraine/statement-evp-dombrovskis-press-conference-ukrainian-pm-shmyhal-kyiv-31-january_en,1,EEAS
144,2022-02-17 00:00:00,Keynote speech by Vice-President Schinas at the Munich Cyber Security Conference (MCSC) 2022,3,1,"Cyberattack on Ukraine (banks and ministries), Irish health system, Swedish supermarket chain, local administration in Greece, oil suppliers Belgium, Netherlands,m Germany, major telecommunications operator in Portugal","Key note speech by commissioner that clearly condemns russian cyberattacks , also raising awareness on the attack of critical infrastructure",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_1163,1,Commission
145,2022-01-01 00:00:00,EU Statement - UN General Assembly: situation in Ukraine,3,.,,"The EU condemns Russia's aggression against Ukraine, demands an immediate end to military actions, withdrawal of Russian troops, and respect for Ukraine's territorial integrity, sovereignty, and international law.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-un-general-assembly-situation-ukraine_en,1,EEAS
146,2022-01-14 00:00:00,"EU Statement – UN General Assembly: Our Common Agenda, Frameworks for a peaceful world",2,1,,"The European Union delivered a statement at the UN General Assembly on the ""Our Common Agenda"" initiative. The EU highlighted the significance of cybersecurity and digitalization in shaping the future. It stressed the need for global cooperation to address the challenges and threats arising from cyberspace. The EU called for the development of comprehensive and inclusive frameworks for the cyber domain.,",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-general-assembly-our-common-agenda-frameworks-peaceful_en,0,EEAS
147,2022-02-28 00:00:00,EU Statement - UN General Assembly: 11th Emergency Special Session (Ukraine),3,.,,"The EU expresses full solidarity with Ukraine, condemns Russia's aggression, and calls for an immediate cessation of hostilities, withdrawal of Russian troops, and respect for Ukraine's sovereignty and territorial integrity.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-un-general-assembly-11th-emergency-special-session-ukraine_en,1,EEAS
148,2022-03-01 00:00:00,Assistance Measure to support Ukrainian Armed Forces - Cyber Defence Component,1,,," 	The overall objective of this Action is to enhance the overall resilience of Ukraine and help strengthen the capacities of the Ukrainian Armed Forces, their ability to provide their services to civilians in crises or emergency situations, in particular providing support on cybersecurity",Capacity budling (cyber defense) ,Ukraine,https://www.eucybernet.eu/ccb-table/,1,EU
149,2022-03-01 00:00:00,Statement at the High Level Segment of Conference on Disarmament,3,.,,"The EU emphasizes the importance of disarmament and arms control, urging all states to fulfill their commitments and work towards a safer and more secure world.",,,https://www.eeas.europa.eu/eeas/statement-high-level-segment-conference-disarmament_en,1,EEAS
150,2022-03-01 00:00:00,EU Statement – UN Ad-hoc Committee for a UN Convention on Cybercrime: General Debate,2,1,,The European Union delivered a statement at the UN Ad Hoc Committee on the UN Convention on Cybercrime General Debate. The EU highlighted the importance of international cooperation in combating cybercrime and promoting effective legal frameworks. It emphasized the need for comprehensive legislation and international cooperation. The EU also expressed its support for the UN Convention on Cybercrime.,,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-ad-hoc-committee-un-convention-cybercrime-general-debate_en,1,EEAS
151,2022-03-02 00:00:00,EU Statement – UN Ad-hoc Committee for a UN Convention on Cybercrime: Objectives and scope of the Convention,3,.,,"The EU outlines its objectives and priorities in addressing cybercrime, stressing the need for international cooperation and the protection of human rights in combating this global challenge.",,,https://www.eeas.europa.eu/delegations/un-new-york/eu-statement-–-un-ad-hoc-committee-un-convention-cybercrime-objectives-and_en,1,EEAS
152,2022-03-02 00:00:00,EU Statement on the Russian Federation’s ongoing aggression against Ukraine,3,.,,"The EU strongly condemns Russia's aggression against Ukraine, highlighting the violation of international law and emphasizing the need for Russia to respect Ukraine's sovereignty and territorial integrity.",,,https://www.eeas.europa.eu/eeas/eu-statement-russian-federation’s-ongoing-aggression-against-ukraine_en,1,EEAS
153,2022-03-03 00:00:00,UNECE EXCOM – agenda point “Latest developments in the UNECE region”,3,.,,"The EU discusses the latest developments in the UNECE region, focusing on important initiatives, policies, and challenges faced in the region.",,,https://www.eeas.europa.eu/delegations/un-geneva/unece-excom-–-agenda-point-“latest-developments-unece-region”_en,1,EEAS
154,2022-03-03 00:00:00,Conference on Disarmament - EU Statement,3,.,,"The EU reaffirms its commitment to disarmament efforts, emphasizing the need for multilateral cooperation and the importance of arms control and non-proliferation",,,https://www.eeas.europa.eu/eeas/conference-disarmament-eu-statement_en,1,EEAS
155,2022-03-04 00:00:00,"UNECE EXCOM – Agenda point “Latest developments in the UNECE region"" - EU Statement",3,.,,"The EU provides an update on the latest developments in the UNECE region, highlighting key achievements, challenges, and ongoing efforts in various areas of cooperation.",,,https://www.eeas.europa.eu/delegations/un-geneva/unece-excom-–-agenda-point-“latest-developments-unece-region-eu-statement_en,1,EEAS
156,2022-03-15 00:00:00,"Conference on Disarmament, EU Statement in Subsidiary Body 1: Cessation of the Arms Race and Nuclear Disarmament",1,.,,"The EU emphasizes the importance of the cessation of the arms race and nuclear disarmament, highlighting the need for concrete actions and compliance with international obligations.",,,https://www.eeas.europa.eu/delegations/un-geneva/conference-disarmament-eu-statement-subsidiary-body-1-cessation-arms-race-and_en,1,EEAS
157,2022-03-17 00:00:00,"Keynote Address by Executive Vice-President Valdis Dombrovskis at the College of Europe, Bruges",2,.,,"In a keynote adress, the Commisions vice president underlines the need to cooperate in the field of cybersecurity with the US",,,https://ec.europa.eu/commission/presscorner/detail/en/speech_22_8067,0,Commission
158,2022-03-18 00:00:00,Joint press statement following the launching of the European Union and the Republic of Moldova High-Level Political and Security Dialogue,2,.,,The European Union and the Republic of Moldova issue a joint press statement following the launch of their partnership.,,,https://www.eeas.europa.eu/delegations/moldova/joint-press-statement-following-launching-european-union-and-republic-moldova_en,1,EEAS
159,2022-03-21 00:00:00,A Strategic Compass for a stronger EU security and defence in the next decade ,1,.,,The Council has approved their Strategic Compass for the next decade which includes the development of the Cyber Diplomacy Toolbox,,,https://www.consilium.europa.eu/en/press/press-releases/2022/03/21/a-strategic-compass-for-a-stronger-eu-security-and-defence-in-the-next-decade/,0,Council
160,2022-03-23 00:00:00,Statement by President von der Leyen with Canadian Prime Minister Trudeau,3,1+2,,Cooperation with canada and support to Ukraine and Moldova ,"Joint statement, Dialogue",Canada (Ukraine and Moldova),https://ec.europa.eu/commission/presscorner/detail/en/statement_22_1976,1,Commission
